Menu ID,NomeLocale,TipologiaLocale,City,venue_address,venue_city,venue_country,venue_state,venue_rating,Sezione_drink_list,Category Name,Item_Name,Description,Price,ingredients_brand_owner,ingredients_brand,Broad_category,ingredients_categoria,Sub_Category,Ranking_Top4
7804,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONG ISLAND,"vodka, rum, triple sec, gin, succo di limone, coca-cola",10,Coca Cola HBC,Coca-cola,SOFT DRINK,Soft Drink,Soft Drink,NO
7805,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI BIANCHI,White_Wine,ETNA BIANCO DOC TORNATORE,,8,Unknown,Etna Bianco Doc Tornatore,WINE,Wine,Wine,NO
7806,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,ETNA ROSSO DOC TORNATORE,,8,Unknown,Etna Rosso Doc Tornatore,WINE,Wine,Wine,NO
7807,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI BIANCHI,White_Wine,FALANGHINA DEL SANNIO DOC CASA D'AMBRA D'ISCHIA,,6,Unknown,Falanghina Del Sannio Doc Casa D'ambra D'ischia,WINE,Wine,Wine,YES
7808,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI BIANCHI,White_Wine,FRASSITELLI ISCHIA DOC CASA D'AMBRA D'ISCHIA,,8,Unknown,Frassitelli Ischia Doc Casa D'ambra D'ischia,WINE,Wine,Wine,NO
7809,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI BIANCHI,White_Wine,GEWURZTRAMINER FONDAZIONE EDMUND MACH,,7,Unknown,Gewurztraminer Fondazione Edmund Mach,WINE,Wine,Wine,NO
7810,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BOLLICINE,Sparkling_Wine,GI & GI TOSCANA ROSATO IGT,,6,Unknown,Gi & Gi Toscana Rosato Igt,WINE,Wine,Wine,YES
7811,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,GINNASTIC,,12,Compagnia Dei Caraibi,Ginnastic,SPIRITS,Gin,Gin,NO
7812,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,GREYGOOSE,,10,Bacardi Martini,Grey Goose,SPIRITS,Vodka,Vodka,NO
7813,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,KAH TEQUILA BLANCO,,10,Velier,Kah Tequila Blanco,SPIRITS,Tequila,Tequila,NO
7814,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,KRAKEN,,10,Unknown,Kraken,SPIRITS,Gin,Gin,NO
7815,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,HUGO,"prosecco, liquore ai fiori di sambuco, soda",10,Unknown,Liquore Ai Fiori Di Sambuco,SPIRITS,Liquori,Liquori,NO
7816,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,MARCONI,,14,Unknown,Marconi,OTHER,Generic Product,Generic Product,YES
7817,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,MORELLINO DI SCANSANO DOCG,,7,Unknown,Morellino Di Scansano Docg,WINE,Wine,Wine,YES
7818,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIRRE ARTIGIANALI,Beer,PALE ALE Media,,6,Unknown,Pale Ale Media,BEER,Generic Product,Generic Product,NO
7819,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIRRE ARTIGIANALI,Beer,PALE ALE Piccola,,4,Unknown,Pale Ale Piccola,BEER,Generic Product,Generic Product,NO
7820,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIRRE ARTIGIANALI,Beer,PILS Media,,6,Unknown,Pils Media,BEER,Generic Product,Generic Product,YES
7821,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIRRE ARTIGIANALI,Beer,PILS Piccola,,4,Unknown,Pils Piccola,BEER,Generic Product,Generic Product,YES
7822,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,PRIMITIVO DI MANDURIA,,7,Unknown,Primitivo Di Manduria,WINE,Generic Product,Generic Product,NO
7823,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SPRITZ,"Aperol, prosecco, soda",8,Unknown,Prosecco,WINE,Generic Product,Generic Product,NO
7824,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SBAGLIATO,"Campari, vermut, prosecco",9,Unknown,Prosecco,WINE,Generic Product,Generic Product,NO
7825,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,HUGO,"prosecco, liquore ai fiori di sambuco, soda",10,Unknown,Prosecco,WINE,Generic Product,Generic Product,NO
7826,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI BIANCHI,White_Wine,RIBOLLA GIALLA IGT LA BOATINA,,6,Unknown,Ribolla Gialla Igt La Boatina,WINE,Wine,Wine,YES
7827,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,ROOSTER ROJO TEQUILA REPOSADO,,7,Velier,Rooster Rojo Tequila Reposado,SPIRITS,Tequila,Tequila,NO
7828,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,ROSSO DI MONTALCINO DOCG,,,Banfi,Rosso Di Montalcino Docg,WINE,Wine,Wine,NO
7829,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,SANGIOVESE BLASSIUS CANTINE DONNA EMILIA,,7,Unknown,Sangiovese Blassius Cantine Donna Emilia,WINE,Wine,Wine,YES
7830,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI BIANCHI,White_Wine,SAUVIGNON BLANC DOC LA BOATINA,,6,Unknown,Sauvignon Blanc Doc La Boatina,WINE,Wine,Wine,YES
7831,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI BIANCHI,White_Wine,BIANCOLELLA DOC CASA D'AMBRA D'ISCHIA,,7,Casa d'ambra,Biancolella Casa D'ambra 2024,WINE,Wine,Wine,YES
7832,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,MERLOT,,6,Domaine de la santoline,Merlot Domaine De La Santoline 2023,WINE,Wine,Wine,YES
7833,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,VALPOLICELLA DOC,,7,Unknown,Valpolicella Doc,WINE,Wine,Wine,YES
7834,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,VINI ROSSI,Red_Wine,VALPOLICELLA RIPASSO DOC,,8,Unknown,Valpolicella Ripasso Doc,WINE,Wine,Wine,NO
7835,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BIRRE ARTIGIANALI,Beer,SCHLOSS - WEIZEN,,,Unknown,Schloss - Weizen,BEER,Beer,Beer,NO
7836,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SPRITZ,"Aperol, prosecco, soda",8,Campari Group,Aperol,SPIRITS,Aperitivi,Aperitivi,NO
7837,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SPRITZ,"Aperol, prosecco, soda",8,Unknown,soda,SOFT DRINK,Generic Mixer,Generic Mixer,NO
7838,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,AMERICANO,"Campari, vermut rosso, soda",9,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7839,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,AMERICANO,"Campari, vermut rosso, soda",9,Unknown,soda,SOFT DRINK,Generic Mixer,Generic Mixer,NO
7840,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,NEGRONI,"Campari, vermut rosso, Gin Bickens",9,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7841,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,NEGRONI,"Campari, vermut rosso, Gin Bickens",9,Campari Group,Bickens London Dry,SPIRITS,Gin,Gin,NO
7842,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SBAGLIATO,"Campari, vermut, prosecco",9,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7843,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MILANO//TORINO,"Campari, Punt e Mes",9,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7844,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MILANO//TORINO,"Campari, Punt e Mes",9,Fratelli Branca Distillerie,Punt&mes,SPIRITS,Aperitivi,Aperitivi,NO
7845,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,CAMPARI/SHAKERATO,Campari shakerato,9,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7846,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,HUGO,"prosecco, liquore ai fiori di sambuco, soda",10,Unknown,soda,SOFT DRINK,Generic Mixer,Generic Mixer,NO
7847,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,NEGRONI DEL PROFESSORE,"Campari, Vermut del Professore, Gin Bulldog",12,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7848,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,NEGRONI DEL PROFESSORE,"Campari, Vermut del Professore, Gin Bulldog",12,Campari Group,Bull Dog,SPIRITS,Gin,Gin,NO
7849,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,ESPOLON PALOMA,"Espolon Blanco, soda al pompelmo, lime, sciroppo d'agave",10,Campari Group,Espol�n Reposado,SPIRITS,Tequila,Tequila,NO
7850,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,ESPOLON PALOMA,"Espolon Blanco, soda al pompelmo, lime, sciroppo d'agave",10,Unknown,Soda Al Pompelmo,SOFT DRINK,Mixers,Mixers,NO
7851,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,ESPOLON PALOMA,"Espolon Blanco, soda al pompelmo, lime, sciroppo d'agave",10,Unknown,lime,OTHER,Ingredients,Ingredients,NO
7852,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,ESPOLON PALOMA,"Espolon Blanco, soda al pompelmo, lime, sciroppo d'agave",10,Unknown,Sciroppo D'agave,OTHER,Ingredients,Ingredients,NO
7853,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,BOULEVARDIER,"Campari, vermut, Bourbon whiskey",10,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7854,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,BOULEVARDIER,"Campari, vermut, Bourbon whiskey",10,Diageo,Bulleit Bourbon Frontier Whiskey,SPIRITS,American Whisky,American Whisky,NO
7855,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MOSCOW/MULE,"vodka, ginger beer, succo di lime",9,Unknown,Vodka,SPIRITS,Generic Product,Generic Product,NO
7856,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MOSCOW/MULE,"vodka, ginger beer, succo di lime",9,London Essence,Ginger Beer,SOFT DRINK,Mixers,Mixers,NO
7857,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MOSCOW/MULE,"vodka, ginger beer, succo di lime",9,Unknown,Succo Di Lime,OTHER,Generic Product,Generic Product,NO
7858,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,INCUBAZZINI,"Campari, vodka, succo d'arancia",9,Campari Group,Campari,SPIRITS,Bitter,Bitter,NO
7859,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,INCUBAZZINI,"Campari, vodka, succo d'arancia",9,Unknown,Vodka,SPIRITS,Generic Product,Generic Product,NO
7860,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,INCUBAZZINI,"Campari, vodka, succo d'arancia",9,Unknown,Succo D'arancia,OTHER,Generic Product,Generic Product,NO
7861,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MARGARITA,"tequila, triple sec, succo di limone",10,Campari Group,Espol�n Blanco,SPIRITS,Tequila,Tequila,NO
7862,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MARGARITA,"tequila, triple sec, succo di limone",10,Unknown,Succo Di Limone,OTHER,Generic Product,Generic Product,NO
7863,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,GIN/FIZZ,"gin, succo di limone, zucchero, soda",9,Generic Product,Gin,SPIRITS,Gin,Gin,NO
7864,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,GIN/FIZZ,"gin, succo di limone, zucchero, soda",9,Unknown,Succo Di Limone,OTHER,Generic Product,Generic Product,NO
7865,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,GIN/FIZZ,"gin, succo di limone, zucchero, soda",9,Unknown,zucchero,OTHER,Ingredients,Ingredients,NO
7866,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,GIN/FIZZ,"gin, succo di limone, zucchero, soda",9,Unknown,soda,SOFT DRINK,Generic Mixer,Generic Mixer,NO
7867,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONDON/MULE,"gin, ginger beer, succo di lime",9,Generic Product,Gin,SPIRITS,Gin,Gin,NO
7868,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONDON/MULE,"gin, ginger beer, succo di lime",9,London Essence,Ginger Beer,SOFT DRINK,Mixers,Mixers,NO
7869,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONDON/MULE,"gin, ginger beer, succo di lime",9,Unknown,Succo Di Lime,OTHER,Generic Product,Generic Product,NO
7870,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONG ISLAND,"vodka, rum, triple sec, gin, succo di limone, coca-cola",10,Unknown,Vodka,SPIRITS,Generic Product,Generic Product,NO
7871,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONG ISLAND,"vodka, rum, triple sec, gin, succo di limone, coca-cola",10,Bacardi Martini,Bacardi Carta Blanca,SPIRITS,Rum,Rum,NO
7872,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONG ISLAND,"vodka, rum, triple sec, gin, succo di limone, coca-cola",10,Generic Product,Gin,SPIRITS,Gin,Gin,NO
7873,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONG ISLAND,"vodka, rum, triple sec, gin, succo di limone, coca-cola",10,Unknown,Succo Di Limone,OTHER,Generic Product,Generic Product,NO
7874,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,ELEPHANT,,14,Compagnia Dei Caraibi,Elephant London Dry,SPIRITS,Gin,Gin,YES
7875,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,MONKEY 47,,15,Pernod Ricard,Monkey 47,SPIRITS,Gin,Gin,YES
7876,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,ENGINE,,13,Di Saronno,Engine,SPIRITS,Gin,Gin,YES
7877,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,PORTOFINO,,13,Velier,Dry Gin Portofino,SPIRITS,Gin,Gin,NO
7878,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,HENDRICK'S NEPTUNIA,,13,Velier,Hendricks Gin Neptunia,SPIRITS,Gin,Gin,NO
7879,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,HENDRICK'S FLORA ADORA,,13,Velier,Hendricks Flora Adora,SPIRITS,Gin,Gin,NO
7880,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,MALFY,,12,Pernod Ricard,Malfy,SPIRITS,Gin,Gin,NO
7881,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,GIN TONICI,Gin,GIN MARE CAPRI,,14,Brown Forman,Mare Capri,SPIRITS,Gin,Gin,NO
7882,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,JEFFERSON AMARO IMPORTANTE,,5,Compagnia Dei Caraibi,Jefferson,SPIRITS,Amari,Amari,NO
7883,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,AMARA,,5,Mancino,Vermouth Rosso Amaranto Mancino,SPIRITS,Vermouth,Vermouth,NO
7884,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,BULLEIT BOURBON WHISKEY,,8,Diageo,Bulleit Bourbon Frontier Whiskey,SPIRITS,American Whisky,American Whisky,NO
7885,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,MONKEY SHOULDER WHISKY,,8,Velier,Monkey Shoulder,SPIRITS,Scotch Whisky,Scotch Whisky,NO
7886,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,LAPHROAIG SELECT WHISKY,,10,Gruppo Montenegro,Select,SPIRITS,Aperitivi,Aperitivi,NO
7887,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,DIPLOMATICO,,10,Brown Forman,Diplomatico Reserva,SPIRITS,Rum,Rum,NO
7888,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,BELVEDERE,,10,LVMH,Belvedere,SPIRITS,Vodka,Vodka,NO
7889,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,SPIRITS,Other,TEQUIERO TEQUILA REPOSADO,,10,Compagnia Dei Caraibi,Tequiero Reposado,SPIRITS,Tequila,Tequila,NO
7890,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,MARGARITA,"tequila, triple sec, succo di limone",10,Unknown,Triple Sec,SPIRITS,Generic Product,Generic Product,NO
7891,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,LONG ISLAND,"vodka, rum, triple sec, gin, succo di limone, coca-cola",10,Unknown,Triple Sec,SPIRITS,Generic Product,Generic Product,NO
7892,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,BOLLICINE,Sparkling_Wine,VALDOBBIADENE PROSECCO SUPERIORE DOCG TAMO,,6,Unknown,Valdobbiadene Prosecco Superiore Docg Tamo,WINE,Champagne,Champagne,YES
7893,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,SBAGLIATO,"Campari, vermut, prosecco",9,Unknown,Vermut,SPIRITS,Generic Product,Generic Product,NO
7894,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,BOULEVARDIER,"Campari, vermut, Bourbon whiskey",10,Unknown,Vermut,SPIRITS,Generic Product,Generic Product,NO
7895,Tamo Mozzarella Bar,cocktail bar,Milan,"Via Osti, 3, 20122 Milano MI, Italy",Milan,IT,Metropolitan City of Milan,4.3,COCKTAILS,Cocktail,NEGRONI DEL PROFESSORE,"Campari, Vermut del Professore, Gin Bulldog",12,Campari Group,Vermut Del Professore,SPIRITS,Vermouth,Vermouth,NO
